Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
87,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
88,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
89,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
90,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
91,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
92,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
93,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
94,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
95,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
96,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
97,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
98,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
99,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
100,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
101,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
102,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
103,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
104,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
105,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
106,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
107,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
108,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
109,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
110,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
111,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
112,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
113,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
114,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
115,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
116,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
117,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
118,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
119,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
120,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
121,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
122,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
123,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
124,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
125,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
126,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
127,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
128,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
129,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
130,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
131,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
132,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
133,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
134,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
135,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
136,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
137,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
138,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
139,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
140,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
141,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
142,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
143,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
144,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
145,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
146,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
147,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
148,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
149,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
150,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
